Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DateNum,FlowRate_05BA002,FlowRate_05BA001,FlowRate_05BB001,FlowRate_05BC001,FlowRate_05BD004,FlowRate_05BC008,FlowRate_05BE007,FlowRate_05BE004,FlowRate_05BF025,FlowRate_05BH013,FlowRate_05BG010,FlowRate_05BG006,FlowRate_05BE999,FlowRate_05BH015,FlowRate_05BH005,FlowRate_05BH008,FlowRate_05BH004
-115.55,51.19,BANFF CS,3050519,2014-10-12,11.8,0.3,6.1,11.9,0,,,0,,21,35,-115.03,51.03,KANANASKIS,3053600,13.5,3,8.3,9.7,0,0,0,0,0,735884,3.25,6.75,33.5,2.9,0.448,1.1,8,53.2,7.81,0.194,5.56,2.44,65.8,1.47,78,69.8,73.4
-115.55,51.19,BANFF CS,3050519,2014-10-13,12.8,5.3,9.1,8.9,0,,,0,,26,43,-115.03,51.03,KANANASKIS,3053600,16,7.5,11.8,6.2,0,0,0,0,0,735885,3.17,6.27,32.2,2.88,4.32,1.1,8.2,53.2,7.9,0.188,5.55,2.38,60.9,1.43,67.7,63.7,70.4
-115.55,51.19,BANFF CS,3050519,2014-10-14,11.3,-1.7,4.8,13.2,0,,,1.3,,27,33,-115.03,51.03,KANANASKIS,3053600,16,9,12.5,5.5,0,5.2,2,12.4,0,735886,3.17,6.02,31.2,2.88,4.27,1.1,8.1,62.6,15,0.182,5.53,2.31,84.7,1.37,96.4,70.2,73.5
-115.55,51.19,BANFF CS,3050519,2014-10-15,5.8,-2.3,1.8,16.2,0,,,7.8,,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,0,3.3,14.7,0,2.4,1,5.8,1,735887,3.17,5.94,31.4,2.89,3.99,1.12,7.6,57.4,15,0.199,5.67,2.48,79,1.36,85.5,72.9,77.6
-115.55,51.19,BANFF CS,3050519,2014-10-16,10.7,1.4,6.1,11.9,0,,,0.3,,,<31,-115.03,51.03,KANANASKIS,3053600,12.5,-2,5.3,12.7,0,0,0,0,0,735888,3.18,5.85,31,2.88,4.9,1.11,7.3,59.6,14.9,0.188,5.64,2.55,66.4,1.46,76.9,71.3,76
-115.55,51.19,BANFF CS,3050519,2014-10-17,11.7,-0.9,5.4,12.6,0,,,0.3,,23,41,-115.03,51.03,KANANASKIS,3053600,14,-2,6,12,0,0,0,0,0,735889,3.11,5.69,30.2,2.86,4.86,1.1,7.8,57.7,10.7,0.178,5.59,2.32,66.5,1.47,76.3,67,69.3
-115.55,51.19,BANFF CS,3050519,2014-10-18,14.2,6.7,10.5,7.5,0,,,0,,24,44,-115.03,51.03,KANANASKIS,3053600,15,10,12.5,5.5,0,0,0,0,0,735890,3.08,5.52,29.3,2.85,1.6,1.09,6,55.8,13.5,0.172,5.56,2.25,63,1.4,72.7,63.9,66.1
-115.55,51.19,BANFF CS,3050519,2014-10-19,15.5,2.2,8.9,9.1,0,,,0,,22,44,-115.03,51.03,KANANASKIS,3053600,19.5,5,12.3,5.7,0,0,0,0,0,735891,3.06,5.39,28.7,2.84,0.443,1.08,8,50.1,14.6,0.165,5.5,2.16,66.7,1.35,75.9,66.8,69.1
-115.55,51.19,BANFF CS,3050519,2014-10-20,18.7,1.4,10.1,7.9,0,,,0,,22,37,-115.03,51.03,KANANASKIS,3053600,20,8.5,14.3,3.7,0,0,0,0,0,735892,3.02,5.26,28,2.83,4.86,1.08,7.8,60.7,19.4,0.161,5.47,2.08,78.2,1.3,84.1,66.7,68.5
-115.55,51.19,BANFF CS,3050519,2014-10-21,12.3,3.8,8.1,9.9,0,,,0.7,,23,37,-115.03,51.03,KANANASKIS,3053600,11.5,3,7.3,10.7,0,0,0,0,0,735893,3.3,5.63,28.2,2.82,4.89,1.07,8.1,48.9,6.85,0.157,5.43,2.02,59.1,1.25,69.3,66.8,68.9
-115.55,51.19,BANFF CS,3050519,2014-10-22,11.3,1.8,6.6,11.4,0,,,0.2,,27,41,-115.03,51.03,KANANASKIS,3053600,13.5,0.5,7,11,0,0,0,0,0,735894,3.19,5.59,28.9,2.82,6.11,1.07,7.8,50.6,6.86,0.152,5.41,1.97,59.6,1.21,69,63.8,66.6
-115.55,51.19,BANFF CS,3050519,2014-10-23,7.2,0.9,4.1,13.9,0,,,6.3,,,<31,-115.03,51.03,KANANASKIS,3053600,11.5,5,8.3,9.7,0,3.8,0,3.8,0,735895,3.56,6.69,29.8,2.83,5.14,1.1,8,54.9,11.5,0.151,5.39,1.96,57.6,1.18,65.1,60.5,63.2
-115.55,51.19,BANFF CS,3050519,2014-10-24,6.8,-1.8,2.5,15.5,0,,,0,,25,33,-115.03,51.03,KANANASKIS,3053600,8,1,4.5,13.5,0,0,0,0,0,735896,3.4,6.63,32.3,2.84,4.9,1.09,8,63.9,17.3,0.146,5.32,1.95,72.9,1.15,78.4,66.9,68.5
-115.55,51.19,BANFF CS,3050519,2014-10-25,7.3,-2.4,2.5,15.5,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,9,-2,3.5,14.5,0,0,0,0,0,735897,3.19,6.11,30.1,2.8,0.714,1.08,8.1,52.3,9.43,0.142,5.32,1.85,65.4,1.11,71,66.2,68.8
-115.55,51.19,BANFF CS,3050519,2014-10-26,5.8,1.7,3.8,14.2,0,,,2.5,,,<31,-115.03,51.03,KANANASKIS,3053600,11,2,6.5,11.5,0,0,0,0,0,735898,3.44,6.51,30.1,2.79,0.44,1.09,7.8,50.2,9.5,0.141,5.3,1.86,65.2,1.1,71.5,68.5,71.1
-115.55,51.19,BANFF CS,3050519,2014-10-27,5.7,-2.8,1.5,16.5,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,-3,1.8,16.2,0,0,0,0,0,735899,3.24,6.12,30.5,2.78,4.96,1.07,7.8,60.8,19.4,0.136,5.26,1.81,76.8,1.08,77.9,79,82.2
-115.55,51.19,BANFF CS,3050519,2014-10-28,5.6,-4,0.8,17.2,0,,,0,,23,35,-115.03,51.03,KANANASKIS,3053600,11,-2,4.5,13.5,0,0,0,0,0,735900,2.9,5.63,28.4,2.76,5.01,1.06,7.8,55.9,12.4,0.128,5.24,1.72,73.4,1.04,80.1,67.9,73.4
-115.55,51.19,BANFF CS,3050519,2014-10-29,8.3,-0.8,3.8,14.2,0,,,0,,22,35,-115.03,51.03,KANANASKIS,3053600,12.5,5.5,9,9,0,0,0,0,0,735901,3.09,5.66,27.3,2.72,5.1,1.05,7.6,54.6,13.9,0.131,5.22,1.72,55.8,1.01,64.1,60.6,63.9
-115.55,51.19,BANFF CS,3050519,2014-10-30,,-3.9,,,,,,,,,<31,-115.03,51.03,KANANASKIS,3053600,11.5,-2,4.8,13.2,0,0,0,0,0,735902,3.04,5.46,26.8,2.7,6.49,1.05,1.4,54.8,13.9,0.127,5.22,1.7,52.4,1,56.7,53.2,55.9
-115.55,51.19,BANFF CS,3050519,2014-10-31,13.7,2.6,8.2,9.8,0,,,0,,25,35,-115.03,51.03,KANANASKIS,3053600,17.5,-1,8.3,9.7,0,0,0,0,0,735903,3.07,5.5,26.2,2.7,8.36,1.07,1.4,47.5,11,0.133,5.22,1.72,64.8,1.01,68.5,57.8,60.1
-115.55,51.19,BANFF CS,3050519,2014-11-01,6.5,0.3,3.4,14.6,0,,,4.5,,,<31,-115.03,51.03,KANANASKIS,3053600,3,0,1.5,16.5,0,0,16,15,0,735904,3.36,NaN,27.4,2.95,0.447,1.61,1.4,47.6,9.58,NaN,5.26,1.73,67,1.08,70.6,62.2,64.9
-115.55,51.19,BANFF CS,3050519,2014-11-02,5.7,-1.9,1.9,16.1,0,,,0.5,,,<31,-115.03,51.03,KANANASKIS,3053600,5,-2,1.5,16.5,0,0,0,0,16,735905,3.1,NaN,28.2,3.81,0.446,2.59,1.4,41.3,9.59,NaN,5.26,1.75,66,1.24,68.8,64.9,69.6
-115.55,51.19,BANFF CS,3050519,2014-11-03,7.5,-1.5,3,15,0,,,0,,26,33,-115.03,51.03,KANANASKIS,3053600,9,-4.5,2.3,15.7,0,0,0,0,14,735906,2.98,NaN,26.9,3.84,6.91,2.65,1.4,44.8,10.9,NaN,5.21,1.62,64.8,1.28,68.8,66.6,69.7
-115.55,51.19,BANFF CS,3050519,2014-11-04,8.1,-1.2,3.5,14.5,0,,,2.4,,23,33,-115.03,51.03,KANANASKIS,3053600,10.5,1.5,6,12,0,0,2.2,2,9,735907,3.09,NaN,26.7,3.87,6.87,2.71,1.4,51,11,NaN,5.21,1.67,65.9,1.27,69.5,66.8,69.1
-115.55,51.19,BANFF CS,3050519,2014-11-05,5.7,-1.1,2.3,15.7,0,,,0,0,23,35,-115.03,51.03,KANANASKIS,3053600,13,-3.5,4.8,13.2,0,0,0,0,2,735908,2.95,NaN,26.7,3.88,6.49,2.75,1.4,49.2,12.4,NaN,5.21,1.65,61.6,1.42,66.7,63.9,66.8
-115.55,51.19,BANFF CS,3050519,2014-11-06,7.4,2.5,5,13,0,,,2.8,0,22,41,-115.03,51.03,KANANASKIS,3053600,16,2,9,9,0,3.4,0,3.4,0,735909,3.1,NaN,26,3.93,6.28,2.81,1.4,50.8,12.4,NaN,5.2,1.65,61.3,1.47,65.7,63.6,66.2
-115.55,51.19,BANFF CS,3050519,2014-11-07,9.8,1.7,5.8,12.2,0,,,0,0,23,37,-115.03,51.03,KANANASKIS,3053600,10,0,5,13,0,0,1,1,0,735910,3.46,NaN,29.2,4.17,6.82,3.17,1.4,49.1,12.3,NaN,5.17,1.71,61.2,1.43,NaN,60.7,64.2
-115.55,51.19,BANFF CS,3050519,2014-11-08,8.6,2.6,5.6,12.4,0,,,0,0,24,35,-115.03,51.03,KANANASKIS,3053600,11,-2,4.5,13.5,0,0,1.5,1,0,735911,3.24,NaN,29.6,4.57,0.442,3.61,1.4,50.4,9.43,NaN,5.15,1.6,60.8,1.41,NaN,60.7,64.1
-115.55,51.19,BANFF CS,3050519,2014-11-09,2.6,-8.1,-2.8,20.8,0,,,5.8,0,5,35,-115.03,51.03,KANANASKIS,3053600,-6,-8,-7,25,0,0,9.5,6.8,2,735912,3.06,NaN,28.9,4.59,0.45,3.69,1.4,45.8,9.51,NaN,5.15,1.56,60.6,1.31,NaN,63.7,63
-115.55,51.19,BANFF CS,3050519,2014-11-10,-7.3,-20.2,-13.8,31.8,0,,,1.4,7,2,32,-115.03,51.03,KANANASKIS,3053600,-9.5,-14,-11.8,29.8,0,0,2,1.4,13,735913,1.86,NaN,26.2,4.5,7.09,3.67,1.4,47.2,12.3,NaN,5,1.35,61.2,1.04,NaN,60.8,60.3
-115.55,51.19,BANFF CS,3050519,2014-11-11,-9.3,-21.9,-15.6,33.6,0,,,0,8,,<31,-115.03,51.03,KANANASKIS,3053600,-9.5,-23,-16.3,34.3,0,0,0,0,11,735914,0.892,NaN,18.2,4.13,6.22,3.59,1.4,46.8,12.4,NaN,4.87,0.661,63.7,0.72,NaN,64.2,63.5
-115.55,51.19,BANFF CS,3050519,2014-11-12,-8.4,-26.1,-17.3,35.3,0,,,0,7,,<31,-115.03,51.03,KANANASKIS,3053600,-9.5,-25,-17.3,35.3,0,0,0,0,8,735915,0.619,NaN,13.2,3.81,6.87,3.53,1.4,44.9,16.6,NaN,4.85,0.542,61.2,0.659,NaN,63.5,62.8
-115.55,51.19,BANFF CS,3050519,2014-11-13,-6.5,-26.3,-16.4,34.4,0,,,0,7,,<31,-115.03,51.03,KANANASKIS,3053600,-8,-23,-15.5,33.5,0,0,0,0,8,735916,0.519,NaN,11.9,4.01,8.47,3.48,1.4,31.4,2.76,NaN,4.79,0.516,55.6,0.661,NaN,60.9,60.4
-115.55,51.19,BANFF CS,3050519,2014-11-14,-7.4,-28,-17.7,35.7,0,,,,7,,<31,-115.03,51.03,KANANASKIS,3053600,-9.5,-23,-16.3,34.3,0,0,0,0,7,735917,0.637,NaN,11,4.5,7.34,3.45,1.4,36,8.63,NaN,4.73,0.631,30.5,0.703,NaN,48.7,49.1
-115.55,51.19,BANFF CS,3050519,2014-11-15,-5.5,-27.7,-16.6,34.6,0,,,0,7,,<31,-115.03,51.03,KANANASKIS,3053600,-5,-23,-14,32,0,0,0,0,7,735918,1.32,NaN,11.1,4.65,10.4,3.33,3.3,36.5,8.61,NaN,4.66,0.919,40.2,0.694,NaN,36.8,37.9
-115.55,51.19,BANFF CS,3050519,2014-11-16,-3.8,-12.6,-8.2,26.2,0,,,0,7,,<31,-115.03,51.03,KANANASKIS,3053600,-4,-15,-9.5,27.5,0,0,0,0,6,735919,1.98,NaN,12.3,3.82,15.3,2.44,13.4,49.9,8.6,NaN,4.65,0.992,57.2,0.816,NaN,36.7,37.9
-115.55,51.19,BANFF CS,3050519,2014-11-17,-3,-12.7,-7.9,25.9,0,,,0,7,26,37,-115.03,51.03,KANANASKIS,3053600,-2,-14.5,-8.3,26.3,0,0,0,0,6,735920,2.45,NaN,13.3,3.04,17.1,1.76,11.5,56.1,9.38,NaN,4.63,1.02,68,0.864,NaN,55.2,55.1
-115.55,51.19,BANFF CS,3050519,2014-11-18,-3.5,-10.6,-7.1,25.1,0,,,0,7,23,43,-115.03,51.03,KANANASKIS,3053600,-1,-11,-6,24,0,0,0,0,6,735921,2.82,NaN,13.5,2.3,6.84,0.98,11.4,50.1,7.99,NaN,4.61,1.11,63.5,0.862,NaN,64,63.3
-115.55,51.19,BANFF CS,3050519,2014-11-19,-2.1,-13.3,-7.7,25.7,0,,,0,7,,<31,-115.03,51.03,KANANASKIS,3053600,0,-16,-8,26,0,0,0,0,6,735922,2.62,NaN,13.6,2.24,6.4,0.956,11.5,44.6,4.47,NaN,4.59,1.04,59.5,0.85,NaN,61,60.5
-115.55,51.19,BANFF CS,3050519,2014-11-20,0.2,-7.6,-3.7,21.7,0,,,0,7,23,41,-115.03,51.03,KANANASKIS,3053600,7,-6,0.5,17.5,0,0,0,0,6,735923,2.58,NaN,14.3,2.36,6.39,0.955,11.1,49.1,11.1,NaN,4.57,1.16,44.2,0.907,NaN,43.7,45.9
-115.55,51.19,BANFF CS,3050519,2014-11-21,1.9,-2,-0.1,18.1,0,,,0,7,20,33,-115.03,51.03,KANANASKIS,3053600,7.5,1,4.3,13.7,0,0,0,0,5,735924,2.58,NaN,17.1,2.26,6.73,0.953,13.3,52.6,11,NaN,4.56,1.09,60.9,0.996,NaN,59.2,58.8
-115.55,51.19,BANFF CS,3050519,2014-11-22,3.2,-2.3,0.5,17.5,0,,,0,7,24,39,-115.03,51.03,KANANASKIS,3053600,5,-2,1.5,16.5,0,0,0,0,5,735925,2.39,NaN,18.1,2.26,8.53,0.951,13,55.1,11.1,NaN,4.53,1.1,56.3,0.939,NaN,57.8,57.5
-115.55,51.19,BANFF CS,3050519,2014-11-23,0.8,-4.8,-2,20,0,,,0,7,26,32,-115.03,51.03,KANANASKIS,3053600,3,-2,0.5,17.5,0,0,0,0,4,735926,2.37,NaN,17.7,2.23,0.802,0.949,13.1,56,11,NaN,4.46,1.06,56.3,0.763,NaN,57.9,57.6
-115.55,51.19,BANFF CS,3050519,2014-11-24,0.7,-3.7,-1.5,19.5,0,,,0,7,26,35,-115.03,51.03,KANANASKIS,3053600,3,-4,-0.5,18.5,0,0,0,0,4,735927,2.39,NaN,17.1,2.2,7.26,0.944,13.1,50.8,12.4,NaN,4.42,1.02,60.9,0.72,NaN,60.6,60.2
-115.55,51.19,BANFF CS,3050519,2014-11-25,-0.1,-4.3,-2.2,20.2,0,,,0,6,,<31,-115.03,51.03,KANANASKIS,3053600,2,-1.5,0.3,17.7,0,0,0,0,4,735928,2.24,NaN,16.8,2.18,6.84,0.929,13.4,56.5,12.4,NaN,4.39,1.03,61.4,0.622,NaN,60.2,59.8
-115.55,51.19,BANFF CS,3050519,2014-11-26,-2.7,-5.3,-4,22,0,,,3.8,6,,<31,-115.03,51.03,KANANASKIS,3053600,-2,-4,-3,21,0,0,10.5,7.2,4,735929,2.07,NaN,16.8,2.16,8.15,0.936,14.2,55.5,12.5,NaN,4.36,0.931,61.2,0.515,NaN,61,60.5
-115.55,51.19,BANFF CS,3050519,2014-11-27,-3.8,-12,-7.9,25.9,0,,,15.3,17,,<31,-115.03,51.03,KANANASKIS,3053600,,,,,,,,,,735930,1.95,NaN,16.8,2.07,8.17,0.944,12.9,60,12.4,NaN,4.37,0.906,65.5,0.442,NaN,65,64.2
-115.55,51.19,BANFF CS,3050519,2014-11-28,-12,-22.4,-17.2,35.2,0,,,17.8,31,6,44,-115.03,51.03,KANANASKIS,3053600,-20,-21,-20.5,38.5,0,0,19,13,22,735931,1.8,NaN,14.9,2.04,8.16,0.951,11,46.9,12.3,NaN,4.32,0.767,64.7,0.391,NaN,65.2,64.4
-115.55,51.19,BANFF CS,3050519,2014-11-29,-18.2,-32.6,-25.4,43.4,0,,,0.6,46,,<31,-115.03,51.03,KANANASKIS,3053600,-24,-25,-24.5,42.5,0,0,0,0,41,735932,1.72,NaN,11.6,1.94,8.14,0.943,11.9,35.5,10.1,NaN,4.26,0.747,61.1,0.342,NaN,65,64.3
-115.55,51.19,BANFF CS,3050519,2014-11-30,-17.5,-38.8,-28.2,46.2,0,,,0.2,41,24,33,-115.03,51.03,KANANASKIS,3053600,-9.5,-33,-21.3,39.3,0,0,0,0,40,735933,1.74,NaN,11.5,2.04,8.12,0.941,13.3,38,8.43,NaN,4.21,0.775,52,0.403,NaN,56.1,55.9
-115.55,51.19,BANFF CS,3050519,2014-12-01,-14.2,-21.6,-17.9,35.9,0,,,0,38,23,37,-115.03,51.03,KANANASKIS,3053600,-6.5,-21,-13.8,31.8,0,0,0,0,30,735934,1.8,NaN,12.4,2.3,8.16,0.94,13.2,44,12.4,NaN,4.14,0.768,44.2,0.531,NaN,46.8,47.3
-115.55,51.19,BANFF CS,3050519,2014-12-02,-8.4,-18.8,-13.6,31.6,0,,,0,34,24,33,-115.03,51.03,KANANASKIS,3053600,-3,-17,-10,28,0,0,0,0,23,735935,1.78,NaN,15,2.33,8.15,0.941,13.1,55.3,12.4,NaN,4.13,0.825,51.2,0.579,NaN,39.5,40.5
-115.55,51.19,BANFF CS,3050519,2014-12-03,-8.3,-18,-13.2,31.2,0,,,0,31,22,39,-115.03,51.03,KANANASKIS,3053600,-7.5,-16,-11.8,29.8,0,0,0,0,22,735936,1.7,NaN,15.4,2.11,8.16,0.939,14.4,45.6,6.82,NaN,4.12,0.817,49.3,0.604,NaN,38.3,39.4
-115.55,51.19,BANFF CS,3050519,2014-12-04,-5.5,-17.5,-11.5,29.5,0,,,0,31,26,32,-115.03,51.03,KANANASKIS,3053600,-3.5,-14,-8.8,26.8,0,0,0,0,21,735937,1.57,NaN,16,1.85,9.37,0.938,14.6,44.7,6.83,NaN,4.09,0.844,43.3,0.644,NaN,39.5,40.5
-115.55,51.19,BANFF CS,3050519,2014-12-05,-3.6,-19.7,-11.7,29.7,0,,,0,29,,<31,-115.03,51.03,KANANASKIS,3053600,3.5,-15.5,-6,24,0,0,0,0,20,735938,1.67,NaN,15.5,1.97,11.3,0.938,14.2,47.6,6.79,NaN,4.06,0.921,44.4,0.668,NaN,39.7,40.7
-115.55,51.19,BANFF CS,3050519,2014-12-06,0.7,-4.3,-1.8,19.8,0,,,0,28,25,33,-115.03,51.03,KANANASKIS,3053600,8,-11,-1.5,19.5,0,0,0,0,19,735939,1.92,NaN,15.6,2.22,11.2,0.936,14,47.3,6.7,NaN,4.05,1.05,53.6,0.69,NaN,52,52.1
-115.55,51.19,BANFF CS,3050519,2014-12-07,2.3,-4.9,-1.3,19.3,0,,,0,28,23,32,-115.03,51.03,KANANASKIS,3053600,8,-1,3.5,14.5,0,0,0,0,17,735940,1.76,NaN,17,1.78,11.3,0.93,14.8,46.2,3.76,NaN,4.03,0.984,75.4,0.707,NaN,71.2,70
-115.55,51.19,BANFF CS,3050519,2014-12-08,-0.6,-6.4,-3.5,21.5,0,,,0,27,22,37,-115.03,51.03,KANANASKIS,3053600,10.5,-5.5,2.5,15.5,0,0,0,0,17,735941,1.45,NaN,16.6,1.52,8.16,0.935,13.6,50.1,6.69,NaN,3.99,0.909,71,0.71,NaN,76.1,75.1
-115.55,51.19,BANFF CS,3050519,2014-12-09,8.3,-2,3.2,14.8,0,,,0,27,24,44,-115.03,51.03,KANANASKIS,3053600,12.5,5,8.8,9.2,0,0,0,0,15,735942,1.62,NaN,16.1,1.54,6.92,0.936,4.4,40.7,5.81,NaN,3.98,0.957,60,0.74,NaN,81.7,79.8
-115.55,51.19,BANFF CS,3050519,2014-12-10,10,1.4,5.7,12.3,0,,,0,21,27,39,-115.03,51.03,KANANASKIS,3053600,13,5.5,9.3,8.7,0,0,0,0,5,735943,1.51,NaN,15.8,1.51,7.14,0.935,14.6,37.5,5.59,NaN,3.98,1.02,55,0.778,NaN,61.2,60.7
-115.55,51.19,BANFF CS,3050519,2014-12-11,10.5,0.8,5.7,12.3,0,,,0,16,22,54,-115.03,51.03,KANANASKIS,3053600,10.5,4,7.3,10.7,0,0,0,0,0,735944,1.48,NaN,15.1,1.43,7.91,0.934,14.4,47,9.36,NaN,3.97,1.14,59.3,0.774,NaN,57.9,57.6
-115.55,51.19,BANFF CS,3050519,2014-12-12,8.2,-3.1,2.6,15.4,0,,,0.2,14,23,48,-115.03,51.03,KANANASKIS,3053600,9.5,0,4.8,13.2,0,0,6,4.8,0,735945,1.46,NaN,14.5,1.38,7.27,0.934,14.7,45.4,8.1,NaN,3.93,1.04,59.9,0.699,NaN,61.8,61.3
-115.55,51.19,BANFF CS,3050519,2014-12-13,1.2,-3.7,-1.3,19.3,0,,,0.9,14,,<31,-115.03,51.03,KANANASKIS,3053600,1,-1,0,18,0,0,2,1.4,6,735946,1.22,NaN,13.9,1.28,7.85,0.924,14.4,45.3,8.12,NaN,3.89,0.958,63.8,0.581,NaN,65.1,64.4
-115.55,51.19,BANFF CS,3050519,2014-12-14,-2.3,-12.4,-7.4,25.4,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,-2.5,-11,-6.8,24.8,0,0,0,0,8,735947,0.739,NaN,13,1.29,7.24,0.91,14.2,45,8.05,NaN,3.86,0.845,68.3,0.464,NaN,67,66.1
-115.55,51.19,BANFF CS,3050519,2014-12-15,-5.4,-15.5,-10.5,28.5,0,,,0,14,22,32,-115.03,51.03,KANANASKIS,3053600,-5.5,-14.5,-10,28,0,0,0,0,7,735948,0.532,NaN,10.7,1.3,9.81,0.909,14.4,38.2,7.66,NaN,3.81,0.759,67.1,0.39,NaN,67,66
-115.55,51.19,BANFF CS,3050519,2014-12-16,-8.2,-14.9,-11.6,29.6,0,,,0,11,22,32,-115.03,51.03,KANANASKIS,3053600,1.5,-16,-7.3,25.3,0,0,0,0,7,735949,0.791,NaN,10.2,1.29,11,0.908,14.2,39.3,6.08,NaN,3.76,0.793,54.7,0.376,NaN,60.3,59.8
-115.55,51.19,BANFF CS,3050519,2014-12-17,-3.1,-12.8,-8,26,0,,,0,12,23,32,-115.03,51.03,KANANASKIS,3053600,3,-9.5,-3.3,21.3,0,0,0,0,5,735950,1.21,NaN,10.9,1.33,9.6,0.907,14.5,42.5,4.84,NaN,3.72,0.857,54.8,0.413,NaN,54.8,54.8
-115.55,51.19,BANFF CS,3050519,2014-12-18,-2.4,-7.3,-4.9,22.9,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,4.5,-8.5,-2,20,0,0,0,0,5,735951,1.47,NaN,12.1,1.35,11.4,0.905,14.8,49,3.57,NaN,3.7,0.917,50,0.463,NaN,51.7,51.9
-115.55,51.19,BANFF CS,3050519,2014-12-19,0.7,-3.8,-1.6,19.6,0,,,0,13,,<31,-115.03,51.03,KANANASKIS,3053600,7.5,-6,0.8,17.2,0,0,0,0,5,735952,1.1,NaN,12.5,1.31,11.1,0.898,14.4,46.3,3.27,NaN,3.68,0.931,43.7,0.505,NaN,45.8,46.4
-115.55,51.19,BANFF CS,3050519,2014-12-20,0.6,-4.4,-1.9,19.9,0,,,0,13,,<31,-115.03,51.03,KANANASKIS,3053600,4.5,0,2.3,15.7,0,0,0,0,5,735953,0.787,NaN,12.1,1.23,9.78,0.892,14,44.5,3.51,NaN,3.66,0.97,59.4,0.532,NaN,50.9,51.1
-115.55,51.19,BANFF CS,3050519,2014-12-21,4.1,-2.6,0.8,17.2,0,,,0,12,27,33,-115.03,51.03,KANANASKIS,3053600,5,-2.5,1.3,16.7,0,0,0,0,4,735954,0.684,NaN,11.7,1.24,9.67,0.886,14.6,41.1,3.2,NaN,3.63,0.932,59.5,0.535,NaN,59.2,58.8
-115.55,51.19,BANFF CS,3050519,2014-12-22,1.6,-4.7,-1.6,19.6,0,,,0,12,,<31,-115.03,51.03,KANANASKIS,3053600,4,-4,0,18,0,0,0,0,3,735955,0.642,NaN,11.4,1.23,13.4,0.883,13.9,43.8,3.82,NaN,3.59,0.856,59,0.514,NaN,59.3,58.9
-115.55,51.19,BANFF CS,3050519,2014-12-23,-0.5,-9.1,-4.8,22.8,0,,,0,14,28,39,-115.03,51.03,KANANASKIS,3053600,5.5,-3.5,1,17,0,0,0,0,3,735956,0.632,NaN,11,1.23,12.7,0.883,14.3,41.6,2.86,NaN,3.57,0.729,59.4,0.481,NaN,59.3,58.9
-115.55,51.19,BANFF CS,3050519,2014-12-24,-1.8,-13.7,-7.8,25.8,0,,,1.1,13,,<31,-115.03,51.03,KANANASKIS,3053600,0.5,-4,-1.8,19.8,0,0,0,0,2,735957,0.699,NaN,10.8,1.22,12.8,0.881,14.2,48.5,6.17,NaN,3.56,0.795,59.5,0.45,NaN,60.5,60
-115.55,51.19,BANFF CS,3050519,2014-12-25,-5.5,-13.9,-9.7,27.7,0,,,0,15,,<31,-115.03,51.03,KANANASKIS,3053600,0,-12.5,-6.3,24.3,0,0,4.4,4.4,2,735958,0.638,NaN,9.96,1.17,13,0.88,14.5,42.5,6.18,NaN,3.52,0.747,59.4,0.427,NaN,61,60.5
-115.55,51.19,BANFF CS,3050519,2014-12-26,-6.5,-15.5,-11,29,0,,,0,11,,<31,-115.03,51.03,KANANASKIS,3053600,-3,-17,-10,28,0,0,0,0,4,735959,0.72,NaN,9.44,1.21,13.1,0.879,14.4,46.3,6.18,NaN,3.49,0.683,59.6,0.36,NaN,59.2,58.8
-115.55,51.19,BANFF CS,3050519,2014-12-27,-6.2,-12.9,-9.6,27.6,0,,,0,15,,<31,-115.03,51.03,KANANASKIS,3053600,-2,-9,-5.5,23.5,0,0,6,6,4,735960,0.78,NaN,8.06,1.24,11.1,0.879,14.7,42.2,6.18,NaN,3.45,0.672,59.6,0.268,NaN,59,58.7
-115.55,51.19,BANFF CS,3050519,2014-12-28,-7.8,-14.6,-11.2,29.2,0,,,0.2,15,8,33,-115.03,51.03,KANANASKIS,3053600,-9.5,-13,-11.3,29.3,0,0,0,0,8,735961,0.867,NaN,7.74,1.19,10.5,0.878,14.4,49.7,6.18,NaN,3.43,0.682,59.8,0.289,NaN,59.4,59
-115.55,51.19,BANFF CS,3050519,2014-12-29,-14.6,-26.9,-20.8,38.8,0,,,0.2,15,,<31,-115.03,51.03,KANANASKIS,3053600,-15.5,-22,-18.8,36.8,0,0,0,0,8,735962,0.762,NaN,7.48,1.17,13.3,0.872,14.2,40.6,6.17,NaN,3.39,0.603,59.7,0.338,NaN,59.3,59
